GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000176723	ZNF843	16	31445569	31454346	10	4	108844	0.69866	0.24238
ENSG00000162813	BPNT1	1	220230824	220263804	55	12	108946	0.69861	0.2424
ENSG00000101574	METTL4	18	2537524	2571508	111	10	109118	0.69817	0.24254
ENSG00000197157	SND1	7	127292234	127732661	635	37	109035	0.69783	0.24264
ENSG00000173530	TNFRSF10D	8	22993101	23021543	52	7	109099	0.69781	0.24265
ENSG00000069493	CLEC2D	12	9817565	9848413	107	12	109127	0.69752	0.24274
ENSG00000172667	ZMAT3	3	178735011	178790067	91	9	109028	0.69713	0.24286
ENSG00000137414	FAM8A1	6	17600586	17611950	7	3	109183	0.69712	0.24286
ENSG00000120992	LYPLA1	8	54958938	55014577	101	6	109285	0.69702	0.24289
ENSG00000270011	ZNF559-ZNF177	19	9434850	9493293	116	6	109253	0.69691	0.24293
ENSG00000153404	PLEKHG4B	5	140373	190085	150	12	109221	0.69682	0.24296
ENSG00000158352	SHROOM4	X	50334647	50557302	78	8	109055	0.69674	0.24298
ENSG00000174015	SPERT	13	46276446	46288694	36	7	109109	0.69653	0.24305
ENSG00000188130	MAPK12	22	50683879	50700254	37	7	109037	0.69637	0.2431
ENSG00000154080	CHST9	18	24495595	24765281	657	45	109101	0.69609	0.24319
ENSG00000196505	GDAP2	1	118406107	118472253	43	10	108974	0.69596	0.24323
ENSG00000203667	COX20	1	244998624	245008359	20	3	108754	0.69582	0.24327
ENSG00000136490	LIMD2	17	61773262	61778532	4	2	109020	0.69579	0.24328
ENSG00000121989	ACVR2A	2	148602086	148688393	93	10	109200	0.69577	0.24329
ENSG00000129315	CCNT1	12	49082247	49110681	57	8	109093	0.69571	0.2433
ENSG00000237787	C3orf79	3	153202284	153220486	63	6	109226	0.69549	0.24337
ENSG00000184343	SRPK3	X	153041867	153051187	12	2	108990	0.69549	0.24338
ENSG00000137634	NXPE4	11	114441313	114466484	43	11	109031	0.69544	0.24339
ENSG00000257230	RP11-272B17.2	12	59917059	59917965	2	1	109023	0.69538	0.24341
ENSG00000148156	ACTL7B	9	111616871	111619239	12	5	109094	0.69533	0.24342
ENSG00000221883	ARIH2OS	3	48955221	48956818	2	1	109313	0.69532	0.24343
ENSG00000124486	USP9X	X	40944888	41095832	227	13	109193	0.69528	0.24344
ENSG00000103507	BCKDK	16	31117428	31124110	6	2	109058	0.69526	0.24345
ENSG00000167562	ZNF701	19	53059075	53090427	106	18	108849	0.69525	0.24345
ENSG00000117395	EBNA1BP2	1	43629846	43736607	347	31	109208	0.69514	0.24348
ENSG00000138834	MAPK8IP3	16	1756184	1820318	109	13	108922	0.69514	0.24348
ENSG00000186496	ZNF396	18	32946661	32957301	20	5	109098	0.69503	0.24352
ENSG00000096717	SIRT1	10	69644427	69678147	86	10	109064	0.69493	0.24355
ENSG00000183741	CBX6	22	39257455	39268319	16	5	109155	0.6947	0.24362
ENSG00000203782	LOR	1	153232176	153234598	6	3	109183	0.69467	0.24363
ENSG00000142449	FBN3	19	8130286	8214730	326	42	109039	0.69462	0.24365
ENSG00000166963	MAP1A	15	43803156	43823818	20	6	109221	0.69446	0.2437
ENSG00000108349	CASC3	17	38296571	38328436	42	5	109171	0.69413	0.2438
ENSG00000166510	CCDC68	18	52568740	52626739	102	12	109023	0.69387	0.24388
ENSG00000267120	AD000671.6	19	36230153	36236333	22	7	109258	0.69376	0.24392
ENSG00000114988	LMAN2L	2	97371666	97405801	35	5	109239	0.69298	0.24416
ENSG00000236609	ZNF853	7	6655248	6663921	18	5	108879	0.69272	0.24424
ENSG00000101146	RAE1	20	55926066	55954267	93	6	109266	0.69262	0.24427
ENSG00000184831	APOO	X	23851470	23926057	16	4	108889	0.69257	0.24429
ENSG00000102524	TNFSF13B	13	108903588	108960832	80	19	109086	0.69232	0.24437
ENSG00000166750	SLFN5	17	33570055	33600674	81	12	109134	0.69216	0.24442
ENSG00000106018	VIPR2	7	158820866	158937649	341	24	109134	0.69207	0.24445
ENSG00000174837	EMR1	19	6887577	6940470	232	20	109126	0.69173	0.24455
ENSG00000181631	P2RY13	3	151044100	151047336	13	5	109204	0.69165	0.24458
ENSG00000127774	EMC6	17	3572109	3572962	1	1	109360	0.69166	0.24458
ENSG00000142632	ARHGEF19	1	16524349	16539104	49	5	109104	0.6915	0.24462
ENSG00000089006	SNX5	20	17922241	17949623	88	8	109240	0.69135	0.24467
ENSG00000163877	SNIP1	1	38000050	38019903	44	9	109032	0.69127	0.2447
ENSG00000163012	ZSWIM2	2	187692562	187713935	81	3	109271	0.69126	0.2447
ENSG00000061273	HDAC7	12	48176505	48226915	104	22	109021	0.69123	0.24471
ENSG00000092470	WDR76	15	44119161	44160617	51	3	109209	0.69093	0.2448
ENSG00000111780	AL021546.6	12	120876001	120897809	34	10	108976	0.6909	0.24481
ENSG00000185989	RASA3	13	114747194	114898086	504	34	109093	0.6909	0.24482
ENSG00000092094	OSGEP	14	20914570	20923264	31	4	109120	0.69082	0.24484
ENSG00000197119	SLC25A29	14	100757448	100772884	24	6	109039	0.69074	0.24486
ENSG00000102699	PARP4	13	24995064	25086948	478	21	109152	0.69065	0.24489
ENSG00000011523	CEP68	2	65283500	65314138	80	11	109216	0.6904	0.24497
ENSG00000106400	ZNHIT1	7	100860949	100867471	18	4	109176	0.69034	0.24499
ENSG00000127314	RAP1B	12	69004619	69054372	91	13	109159	0.69008	0.24507
ENSG00000176261	ZBTB8OS	1	33065773	33116504	111	5	109214	0.69005	0.24508
ENSG00000149091	DGKZ	11	46354455	46402104	49	10	109061	0.68982	0.24515
ENSG00000164099	PRSS12	4	119201193	119274158	153	21	109106	0.68977	0.24517
ENSG00000184254	ALDH1A3	15	101417919	101456831	53	9	108963	0.68976	0.24517
ENSG00000270188	MTRNR2L11	1	238107024	238108575	2	1	108941	0.68967	0.2452
ENSG00000104365	IKBKB	8	42128820	42189973	107	10	109223	0.68967	0.2452
ENSG00000183765	CHEK2	22	29083731	29138410	118	19	109071	0.68961	0.24522
ENSG00000197798	FAM118B	11	126081309	126132881	104	16	109230	0.68954	0.24524
ENSG00000163975	MFI2	3	196715492	196756687	56	16	109069	0.68945	0.24527
ENSG00000241489	IDS	X	148564074	148615470	31	4	109093	0.68904	0.2454
ENSG00000253206	RP11-738G5.2	8	50448945	50466973	22	2	109235	0.68889	0.24545
ENSG00000167700	MFSD3	8	145734457	145736596	1	1	109306	0.68873	0.2455
ENSG00000099999	RNF215	22	30773835	30817760	119	17	109043	0.6886	0.24554
ENSG00000177946	CENPBD1	16	90036206	90038942	8	3	109232	0.68835	0.24562
ENSG00000054267	ARID4B	1	235294949	235491534	356	16	109155	0.68821	0.24566
ENSG00000093000	NUP50	22	45559722	45583896	79	7	109128	0.68808	0.2457
ENSG00000185247	MAGEA11	X	148769894	148798926	10	5	108729	0.68809	0.2457
ENSG00000174428	GTF2IRD2B	7	74508364	74565623	1	1	108638	0.68782	0.24578
ENSG00000099284	H2AFY2	10	71812552	71872036	150	24	109096	0.68772	0.24581
ENSG00000130396	MLLT4	6	168227602	168372703	262	19	109108	0.68751	0.24588
ENSG00000179403	VWA1	1	1370241	1378262	1	1	109135	0.68743	0.24591
ENSG00000173572	NLRP13	19	56403065	56443702	106	13	109011	0.68743	0.24591
ENSG00000143184	XCL1	1	168545711	168551315	4	2	108950	0.68734	0.24593
ENSG00000179407	DNAJB8	3	128181282	128186091	12	3	109104	0.6871	0.24601
ENSG00000115363	EVA1A	2	75696428	75796848	153	25	108976	0.68701	0.24604
ENSG00000163249	CCNYL1	2	208576264	208626563	109	5	109280	0.68677	0.24611
ENSG00000157764	BRAF	7	140419127	140624564	317	15	109218	0.68675	0.24612
ENSG00000118017	A4GNT	3	137842560	137851229	13	2	109005	0.68661	0.24616
ENSG00000162896	PIGR	1	207101863	207119811	36	6	109150	0.68633	0.24625
ENSG00000224730	AC009892.10	19	55147173	55150343	13	3	109172	0.68626	0.24627
ENSG00000169402	RSPH10B2	7	6793740	6838996	1	1	109360	0.68604	0.24634
ENSG00000162729	IGSF8	1	160061130	160068733	8	3	108620	0.68566	0.24647
ENSG00000117525	F3	1	94994781	95007356	15	5	108826	0.68436	0.24687
ENSG00000117000	RLF	1	40627045	40706593	85	12	109155	0.68432	0.24689
ENSG00000251357	AP000350.10	22	24204375	24237410	53	11	109072	0.68406	0.24697
ENSG00000069966	GNB5	15	52413117	52483566	169	16	109077	0.6838	0.24705
ENSG00000015171	ZMYND11	10	180405	300577	177	17	109117	0.68353	0.24714
ENSG00000241945	PWP2	21	45527171	45551063	44	3	109193	0.68346	0.24716
ENSG00000141959	PFKL	21	45719934	45747259	78	8	109058	0.68317	0.24725
ENSG00000135919	SERPINE2	2	224839829	224904036	168	21	109065	0.68312	0.24727
ENSG00000197891	SLC22A12	11	64358113	64369820	35	4	108924	0.6831	0.24727
ENSG00000101421	CHMP4B	20	32399110	32442172	29	6	108973	0.68296	0.24731
ENSG00000185477	GPRIN3	4	90157537	90229161	122	17	108999	0.68283	0.24736
ENSG00000167378	IRGQ	19	44088521	44100287	17	7	109120	0.68273	0.24739
ENSG00000008083	JARID2	6	15246527	15522252	564	53	109029	0.68241	0.24749
ENSG00000271949	RP11-302M6.4	1	90098699	90398809	442	30	109004	0.68237	0.2475
ENSG00000156052	GNAQ	9	80331003	80646374	430	33	108921	0.68231	0.24752
ENSG00000268461	AC007204.1	19	20047769	20048639	1	1	109248	0.68232	0.24752
ENSG00000034510	TMSB10	2	85132749	85133795	1	1	109073	0.68208	0.24759
ENSG00000109805	NCAPG	4	17812525	17846485	55	6	109239	0.68208	0.24759
ENSG00000130948	HSD17B3	9	98997588	99064434	105	17	108957	0.6821	0.24759
ENSG00000182040	USH1G	17	72912176	72919351	2	1	109281	0.68155	0.24776
ENSG00000198954	KIAA1279	10	70748487	70776738	78	11	109163	0.68151	0.24777
ENSG00000221910	OR2F2	7	143632259	143633372	6	2	109359	0.68147	0.24779
ENSG00000162378	ZYG11B	1	53192126	53293014	235	16	109176	0.68116	0.24788
ENSG00000059758	CDK17	12	96672039	96794338	251	26	109127	0.68115	0.24789
ENSG00000140750	ARHGAP17	16	24930706	25026987	139	10	109035	0.68086	0.24798
ENSG00000184113	CLDN5	22	19510547	19515068	15	5	108838	0.68075	0.24801
ENSG00000169504	CLIC4	1	25071848	25170815	84	8	109074	0.6804	0.24812
ENSG00000163071	SPATA18	4	52917497	52963458	34	9	108836	0.68024	0.24818
ENSG00000119684	MLH3	14	75480467	75518235	53	5	109221	0.67987	0.24829
ENSG00000005100	DHX33	17	5344232	5372380	74	16	109075	0.67958	0.24839
ENSG00000154122	ANKH	5	14704910	14871887	330	43	109006	0.67933	0.24846
ENSG00000234511	C5orf58	5	169659451	169679579	10	4	109234	0.67934	0.24846
ENSG00000215845	TSTD1	1	161007421	161008780	2	1	109246	0.67904	0.24856
ENSG00000164162	ANAPC10	4	145888264	146019693	119	17	109086	0.67897	0.24858
ENSG00000119782	FKBP1B	2	24272571	24286551	27	6	109190	0.67882	0.24862
ENSG00000169180	XPO6	16	28109300	28223241	104	6	108991	0.6787	0.24866
ENSG00000109072	VTN	17	26691290	26700110	19	3	109208	0.67831	0.24879
ENSG00000173706	HEG1	3	124684554	124774802	233	21	109144	0.67816	0.24883
ENSG00000000419	DPM1	20	49551404	49575092	25	5	109114	0.67809	0.24886
ENSG00000155903	RASA2	3	141205889	141334184	111	13	109191	0.67803	0.24888
ENSG00000180801	ARSJ	4	114821440	114900883	160	12	109015	0.67789	0.24892
ENSG00000041982	TNC	9	117782806	117880536	281	33	109162	0.67788	0.24892
ENSG00000264278	RP11-162A12.2	18	74506688	74534251	37	9	108948	0.67785	0.24893
ENSG00000188242	CTD-2228K2.5	5	466239	473213	26	5	109223	0.67782	0.24894
ENSG00000186235	AC016757.3	2	239133193	239140318	25	6	108989	0.67769	0.24898
ENSG00000168582	CRYGA	2	209025464	209028300	14	4	109088	0.67758	0.24902
ENSG00000153064	BANK1	4	102332443	102995969	1273	87	109023	0.67746	0.24906
ENSG00000004846	ABCB5	7	20654830	20816658	386	30	108985	0.67745	0.24906
ENSG00000151413	NUBPL	14	31959162	32330430	965	29	109071	0.67713	0.24916
ENSG00000159650	UROC1	3	126200124	126236616	96	25	108947	0.67706	0.24918
ENSG00000130706	ADRM1	20	60877149	60883918	11	3	109089	0.67708	0.24918
ENSG00000119913	TECTB	10	114043493	114064793	46	13	109074	0.67695	0.24922
ENSG00000170464	DNAJC18	5	138744279	138780180	38	5	109022	0.67685	0.24925
ENSG00000153015	CWC27	5	64064757	64314590	399	18	109127	0.67683	0.24926
ENSG00000231031	AC008271.1	2	15830906	15884463	132	19	108949	0.67666	0.24931
ENSG00000065308	TRAM2	6	52362200	52441713	271	32	108987	0.67661	0.24933
ENSG00000170417	TMEM182	2	103353367	103460352	186	13	109085	0.67658	0.24934
ENSG00000168495	POLR3D	8	22102617	22112113	21	4	109121	0.67651	0.24936
ENSG00000120217	CD274	9	5450503	5470566	38	7	108893	0.67604	0.24951
ENSG00000228836	CT45A4	X	134928331	134953994	3	1	108844	0.67568	0.24962
ENSG00000242284	CT45A5	X	134945598	134953994	3	1	108844	0.67568	0.24962
ENSG00000104957	CCDC130	19	13842574	13874110	56	7	109044	0.67555	0.24966
ENSG00000177098	SCN4B	11	118004092	118023603	21	5	108960	0.6754	0.24971
ENSG00000114993	RTKN	2	74652963	74669549	10	3	109019	0.67521	0.24977
ENSG00000176182	MYPOP	19	46393278	46405862	39	7	108922	0.67494	0.24986
ENSG00000225940	AC022431.2	5	55807394	55902059	315	47	109151	0.67476	0.24991
ENSG00000250641	MEGT1	6	31674681	31685695	28	10	109248	0.67451	0.24999
ENSG00000132003	ZSWIM4	19	13906274	13943044	49	6	108975	0.67453	0.24999
ENSG00000162402	USP24	1	55532032	55680786	228	18	109148	0.67447	0.25001
ENSG00000090905	TNRC6A	16	24741016	24838953	163	17	109177	0.67437	0.25004
ENSG00000103067	ESRP2	16	68263014	68272005	4	2	109269	0.67405	0.25014
ENSG00000142615	CELA2A	1	15783223	15798586	39	6	109135	0.67395	0.25017
ENSG00000115657	ABCB6	2	220074490	220083712	4	2	109198	0.67397	0.25017
ENSG00000204599	TRIM39	6	30294256	30311506	35	9	109318	0.67394	0.25017
ENSG00000116977	LGALS8	1	236681300	236716281	195	7	109192	0.67393	0.25018
ENSG00000144231	POLR2D	2	128603840	128615731	35	6	109173	0.67367	0.25026
ENSG00000149300	C11orf52	11	111788756	111797596	8	2	109079	0.67365	0.25027
ENSG00000153066	TXNDC11	16	11772936	11836734	139	15	108982	0.67357	0.25029
ENSG00000105486	LIG1	19	48618702	48673860	169	14	109128	0.67298	0.25048
ENSG00000152409	JMY	5	78532012	78623038	139	12	109170	0.67268	0.25057
ENSG00000137185	ZSCAN9	6	28192664	28201260	25	6	109329	0.67252	0.25063
ENSG00000176834	VSIG10	12	118501398	118573831	161	31	108992	0.6722	0.25073
ENSG00000120094	HOXB1	17	46605888	46608359	5	1	109266	0.67214	0.25075
ENSG00000168743	NPNT	4	106815932	106925184	312	24	109183	0.67204	0.25078
ENSG00000174016	FAM46D	X	79591003	79700810	48	5	109196	0.6718	0.25085
ENSG00000068308	OTUD5	X	48779305	48815648	6	3	109032	0.6717	0.25089
ENSG00000196735	HLA-DQA1	6	32595956	32614839	724	26	108998	0.67167	0.2509
ENSG00000175567	UCP2	11	73685712	73694352	13	2	109128	0.67163	0.25091
ENSG00000001561	ENPP4	6	46097730	46114436	45	4	109251	0.67139	0.25099
ENSG00000104814	MAP4K1	19	39078281	39109522	57	7	109091	0.67115	0.25106
ENSG00000138071	ACTR2	2	65454887	65498387	98	10	109081	0.67113	0.25107
ENSG00000170965	PLAC1	X	133699868	133898352	78	13	108936	0.67102	0.2511
ENSG00000198815	FOXJ3	1	42642210	42801548	261	14	109217	0.67074	0.25119
ENSG00000262814	MRPL12	17	79670387	79674556	17	5	109270	0.67061	0.25123
ENSG00000112414	GPR126	6	142622991	142767403	198	20	109215	0.6706	0.25124
ENSG00000237412	PRSS56	2	233385173	233390422	6	3	108703	0.67031	0.25133
ENSG00000079257	LXN	3	158363611	158390482	89	7	109277	0.67011	0.25139
ENSG00000187116	LILRA5	19	54818353	54824409	3	1	109216	0.66992	0.25146
ENSG00000110076	NRXN2	11	64373646	64490660	131	10	108962	0.66961	0.25155
ENSG00000214194	LINC00998	7	112756773	112758668	7	3	108918	0.66954	0.25157
ENSG00000228672	PROB1	5	138727635	138730885	3	1	108634	0.66944	0.25161
ENSG00000157911	PEX10	1	2336236	2345236	14	5	109084	0.66932	0.25164
ENSG00000188483	IER5L	9	131937835	131940540	2	1	108977	0.66886	0.25179
ENSG00000143995	MEIS1	2	66660584	66801001	218	29	109115	0.66873	0.25183
ENSG00000187583	PLEKHN1	1	901877	911245	19	6	108924	0.66861	0.25187
ENSG00000141026	MED9	17	17380300	17396540	30	5	109217	0.66853	0.2519
ENSG00000198642	KLHL9	9	21329670	21335379	10	2	109301	0.66849	0.25191
ENSG00000162009	SSTR5	16	1122756	1131454	22	5	109099	0.66843	0.25193
ENSG00000214736	TOMM6	6	41755400	41757636	4	2	109076	0.66835	0.25196
ENSG00000182858	ALG12	22	50293877	50312106	68	4	109288	0.66828	0.25198
ENSG00000196169	KIF19	17	72322349	72351959	48	12	108929	0.6682	0.252
ENSG00000183034	OTOP2	17	72920370	72930007	2	1	109360	0.66809	0.25204
ENSG00000167749	KLK4	19	51409608	51413994	5	3	109360	0.66808	0.25204
ENSG00000131748	STARD3	17	37793318	37819737	65	7	109293	0.66785	0.25211
ENSG00000142875	PRKACB	1	84543745	84704181	196	17	108993	0.66759	0.2522
ENSG00000184933	OR6A2	11	6815756	6817128	4	2	109187	0.66723	0.25231
ENSG00000100605	ITPK1	14	93403259	93582665	373	25	109108	0.66723	0.25231
ENSG00000166136	NDUFB8	10	102267203	102289757	36	3	109102	0.66714	0.25234
ENSG00000203870	SMIM9	X	154051623	154062937	2	1	109135	0.66677	0.25246
ENSG00000123562	MORF4L2	X	102930424	102943086	5	3	108953	0.66673	0.25247
ENSG00000122705	CLTA	9	36190853	36304778	276	26	109122	0.66667	0.25249
ENSG00000120129	DUSP1	5	172195093	172198198	5	1	109131	0.66665	0.2525
ENSG00000152492	CCDC50	3	191046866	191116459	261	17	109186	0.66629	0.25261
ENSG00000119979	FAM45A	10	120863598	120897496	73	2	109045	0.66625	0.25263
ENSG00000145920	CPLX2	5	175223313	175311023	139	25	108934	0.66573	0.25279
ENSG00000118434	SPACA1	6	88757507	88776550	8	1	109036	0.66508	0.253
ENSG00000114805	PLCH1	3	155093369	155462856	834	38	109108	0.66495	0.25304
ENSG00000205850	AL359736.1	13	24895264	24895566	1	1	108876	0.66488	0.25306
ENSG00000010270	STARD3NL	7	38217824	38270272	151	16	109230	0.66485	0.25307
ENSG00000145824	CXCL14	5	134906373	134914969	9	3	108921	0.66482	0.25308
ENSG00000105479	CCDC114	19	48799714	48825151	87	9	109111	0.66482	0.25308
ENSG00000008323	PLEKHG6	12	6419602	6437672	11	2	109087	0.66475	0.25311
ENSG00000182816	KRTAP13-2	21	31743709	31744557	3	1	109270	0.66459	0.25316
ENSG00000181803	OR6S1	14	21108855	21109850	6	1	109292	0.66445	0.2532
ENSG00000214530	STARD10	11	72465774	72504726	61	8	108998	0.66428	0.25325
ENSG00000181786	ACTL9	19	8807751	8809172	5	2	109280	0.6643	0.25325
ENSG00000159167	STC1	8	23699428	23712320	18	3	109190	0.6642	0.25328
ENSG00000132139	GAS2L2	17	34071530	34079897	15	2	108835	0.66422	0.25328
ENSG00000078668	VDAC3	8	42249142	42263415	14	3	109199	0.66381	0.25341
ENSG00000116586	LAMTOR2	1	156024543	156028301	5	3	109085	0.66361	0.25347
ENSG00000205858	LRRC72	7	16566505	16621193	145	22	108896	0.66357	0.25348
ENSG00000108448	TRIM16L	17	18601311	18639431	37	8	108964	0.66324	0.25359
ENSG00000170893	TRH	3	129693148	129696781	5	2	109270	0.66281	0.25373
ENSG00000196503	ARL9	4	57371509	57390614	46	9	109183	0.66244	0.25384
ENSG00000257355	CTD-2006C1.10	19	12128703	12163782	52	4	109219	0.66228	0.25389
ENSG00000273217	CTC-432M15.3	5	130761584	131132676	490	19	109206	0.66225	0.25391
ENSG00000164104	HMGB2	4	174252846	174256276	5	2	109225	0.6619	0.25402
ENSG00000185728	YTHDF3	8	64081112	64125346	47	8	109061	0.66183	0.25404
ENSG00000119760	SUPT7L	2	27873679	27886676	9	2	109087	0.66174	0.25407
ENSG00000197915	HRNR	1	152184558	152196669	38	3	109304	0.6615	0.25415
ENSG00000254505	CHMP4A	14	24678789	24683075	7	3	109203	0.66126	0.25422
ENSG00000006555	TTC22	1	55245385	55266940	37	9	108915	0.6612	0.25424
ENSG00000106328	FSCN3	7	127231463	127242198	20	5	109126	0.66108	0.25428
ENSG00000174652	ZNF266	19	9523272	9546254	59	3	109294	0.66099	0.25431
ENSG00000134762	DSC3	18	28569974	28622781	105	12	109084	0.66084	0.25436
ENSG00000120860	CCDC53	12	102406705	102455927	96	14	109219	0.66069	0.25441
ENSG00000113205	PCDHB3	5	140480234	140483406	11	3	109246	0.66055	0.25445
ENSG00000197046	SIGLEC15	18	43405477	43424045	24	5	109102	0.66054	0.25445
ENSG00000204569	PPP1R10	6	30568177	30586389	44	4	109349	0.66024	0.25455
ENSG00000069956	MAPK6	15	52244303	52358462	182	14	109107	0.66023	0.25455
ENSG00000109390	NDUFC1	4	140188034	140223705	73	7	109121	0.66022	0.25456
ENSG00000173769	TOPAZ1	3	44283378	44373590	174	11	109248	0.65992	0.25465
ENSG00000184786	TCTE3	6	170140210	170151655	31	6	109203	0.65976	0.2547
ENSG00000205639	MFSD2B	2	24232951	24286191	99	19	109074	0.6595	0.25479
ENSG00000187416	LHFPL3	7	103969104	104549001	1315	114	108991	0.65941	0.25482
ENSG00000138709	LARP1B	4	128982423	129144086	327	14	109196	0.65923	0.25488
ENSG00000159337	PLA2G4D	15	42359207	42386752	105	6	109060	0.65922	0.25488
ENSG00000185019	UBOX5	20	3088219	3140842	110	11	109108	0.65917	0.25489
ENSG00000127191	TRAF2	9	139776364	139821059	96	5	109102	0.65907	0.25493
ENSG00000178965	C1orf173	1	75033795	75139422	122	13	108987	0.659	0.25495
ENSG00000116218	NPHS2	1	179519674	179545087	72	12	108708	0.65888	0.25499
ENSG00000146411	SLC2A12	6	134309835	134373774	107	16	109096	0.65805	0.25525
ENSG00000180773	SLC36A4	11	92877341	92931130	120	14	109182	0.65805	0.25525
ENSG00000092853	CLSPN	1	36185819	36235568	46	5	109293	0.65785	0.25532
ENSG00000075234	TTC38	22	46663858	46689905	71	6	109033	0.6578	0.25533
ENSG00000169599	NFU1	2	69622882	69664760	90	5	109174	0.65771	0.25536
ENSG00000071991	CDH19	18	64168320	64271375	148	16	109056	0.65754	0.25542
ENSG00000178934	LGALS7B	19	39279851	39282389	2	1	109085	0.65729	0.2555
ENSG00000170035	UBE2E3	2	181831975	181941312	204	16	109192	0.65718	0.25553
ENSG00000253729	PRKDC	8	48685669	48872743	123	15	109138	0.65692	0.25562
ENSG00000151065	DCP1B	12	2055220	2113701	197	10	109204	0.65692	0.25562
ENSG00000168754	FAM178B	2	97541620	97684175	275	20	109129	0.65689	0.25563
ENSG00000147689	FAM83A	8	124191200	124222314	55	6	109069	0.65689	0.25563
ENSG00000183828	NUDT14	14	105639275	105647660	15	2	109019	0.65678	0.25566
ENSG00000214513	NOTO	2	73429386	73439641	28	5	109156	0.65667	0.2557
ENSG00000164366	CCDC127	5	196986	218330	71	7	109162	0.65651	0.25575
ENSG00000108424	KPNB1	17	45726842	45762871	46	8	109106	0.65644	0.25577
ENSG00000128394	APOBEC3F	22	39436609	39449915	25	2	109173	0.65632	0.25581
ENSG00000151131	C12orf45	12	105380088	105443515	207	17	109211	0.65626	0.25583
ENSG00000152292	SH2D6	2	85645844	85664152	34	9	108944	0.65615	0.25587
ENSG00000204377	C1orf134	1	16555368	16556038	3	1	108755	0.65586	0.25596
ENSG00000121903	ZSCAN20	1	33938246	33962107	34	5	108894	0.65565	0.25603
ENSG00000158850	B4GALT3	1	161141100	161147287	8	3	109205	0.65562	0.25604
ENSG00000159259	CHAF1B	21	37757676	37791313	107	11	109183	0.65547	0.25608
ENSG00000257040	AC005477.1	14	72456191	72458326	10	3	109163	0.65544	0.25609
ENSG00000171681	ATF7IP	12	14518610	14651697	264	21	109209	0.65527	0.25615
ENSG00000095139	ARCN1	11	118443105	118473748	48	3	109263	0.65501	0.25623
ENSG00000124789	NUP153	6	17615269	17706656	224	27	109217	0.65483	0.25629
ENSG00000140398	NEIL1	15	75639296	75647592	7	3	109299	0.65471	0.25633
ENSG00000196832	OR11G2	14	20665495	20666605	3	2	109301	0.65447	0.2564
ENSG00000179455	MKRN3	15	23810454	23873064	96	10	108998	0.65447	0.2564
ENSG00000125877	ITPA	20	3189514	3204516	47	7	109034	0.65437	0.25644
ENSG00000152464	RPP38	10	15139179	15181817	127	15	109004	0.65406	0.25654
ENSG00000172543	CTSW	11	65647280	65651212	7	3	109130	0.65393	0.25658
ENSG00000176018	LYSMD3	5	89811428	89825401	30	5	109128	0.65359	0.25669
ENSG00000259305	ZHX1-C8ORF76	8	124238431	124279627	11	6	109012	0.65353	0.25671
ENSG00000102387	TAF7L	X	100523241	100548059	31	4	109116	0.65313	0.25684
ENSG00000133466	C1QTNF6	22	37576207	37595425	69	9	109081	0.65304	0.25686
ENSG00000037897	METTL1	12	58162254	58166576	5	2	109094	0.65297	0.25689
ENSG00000188153	COL4A5	X	107683074	107940775	70	7	109194	0.65278	0.25695
ENSG00000216937	CCDC7	10	32735068	32863492	435	31	109248	0.65228	0.25711
ENSG00000259399	TGIF2-C20orf24	20	35202956	35240787	28	10	109085	0.65209	0.25717
ENSG00000007952	NOX1	X	100098313	100129334	1	1	109360	0.65197	0.25721
ENSG00000105197	TIMM50	19	39971052	39984422	26	5	109045	0.6518	0.25726
ENSG00000102359	SRPX2	X	99899215	99926296	7	4	109045	0.65175	0.25728
ENSG00000072501	SMC1A	X	53401070	53449677	6	3	108933	0.65173	0.25729
ENSG00000018236	CNTN1	12	41086244	41466220	1026	56	109058	0.65157	0.25734
ENSG00000106028	SSBP1	7	141438121	141487722	109	3	109240	0.65153	0.25735
ENSG00000055163	CYFIP2	5	156693089	156822606	380	24	109136	0.65144	0.25738
ENSG00000112343	TRIM38	6	25963030	25987384	41	11	109181	0.65144	0.25738
ENSG00000113712	CSNK1A1	5	148871760	148931007	83	11	109180	0.6514	0.25739
ENSG00000100911	PSME2	14	24612574	24616779	1	1	109360	0.65111	0.25749
ENSG00000184381	PLA2G6	22	38507502	38601697	324	18	109056	0.65101	0.25752
ENSG00000114416	FXR1	3	180585929	180700541	174	13	109081	0.65095	0.25754
ENSG00000258945	RP11-497E19.2	14	85994943	85995730	1	1	109360	0.65094	0.25754
ENSG00000159692	CTBP1	4	1205236	1243741	119	14	109106	0.65065	0.25764
ENSG00000162704	ARPC5	1	183592401	183604892	70	3	109303	0.65061	0.25765
ENSG00000155957	TMBIM4	12	66517709	66563852	92	8	109253	0.65059	0.25765
ENSG00000228144	TMBIM4	12	66517697	66563765	92	8	109253	0.65059	0.25765
ENSG00000143382	ADAMTSL4	1	150521884	150533413	15	4	109155	0.65031	0.25775
ENSG00000095574	IKZF5	10	124750322	124768333	47	10	109175	0.65002	0.25784
ENSG00000163888	CAMK2N2	3	183977001	183979251	4	2	109266	0.64937	0.25805
ENSG00000181852	RNF41	12	56598285	56615717	13	5	109197	0.64933	0.25806
ENSG00000046774	MAGEC2	X	141290131	141293076	3	2	109242	0.64934	0.25806
